Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
1,0.0000,600.5294,600.5294,5000,0.1000,0.1201,0.0500,10000
2,600.5294,1233.0017,632.4723,5000,0.1050,0.1265,0.0500,10000
3,1233.0017,1870.3155,637.3138,5000,0.1103,0.1275,0.0500,10000
4,1870.3155,2538.6711,668.3556,5000,0.1158,0.1337,0.0500,10000
5,2538.6711,3244.8937,706.2226,5000,0.1216,0.1412,0.0500,10000
6,3244.8937,3993.2265,748.3328,5000,0.1276,0.1497,0.0500,10000
7,3993.2265,4783.8518,790.6253,5000,0.1340,0.1581,0.0500,10000
8,4783.8518,5617.9536,834.1019,5000,0.1407,0.1668,0.0500,10000
9,5617.9536,6527.8343,909.8806,5000,0.1477,0.1820,0.0500,10000
10,6527.8343,7476.6826,948.8483,5000,0.1551,0.1898,0.0500,10000
11,7476.6826,8474.7029,998.0203,5000,0.1629,0.1996,0.0500,10000
12,8474.7029,9436.0195,961.3165,5000,0.1710,0.1923,0.0500,10000
13,9436.0195,10522.5911,1086.5717,5000,0.1796,0.2173,0.0500,10000
14,10522.5911,11678.5552,1155.9640,5000,0.1886,0.2312,0.0500,10000
15,11678.5552,12862.5754,1184.0203,5000,0.1980,0.2368,0.0500,10000
16,12862.5754,14084.0453,1221.4699,5000,0.2079,0.2443,0.0500,10000
17,14084.0453,15395.0242,1310.9790,5000,0.2183,0.2622,0.0500,10000
18,15395.0242,16779.5820,1384.5577,5000,0.2292,0.2769,0.0500,10000
19,16779.5820,18091.0750,1311.4930,5000,0.2407,0.2623,0.0500,10000
20,18091.0750,19570.2767,1479.2017,5000,0.2527,0.2958,0.0500,10000
21,19570.2767,21136.9381,1566.6614,5000,0.2653,0.3133,0.0500,10000
22,21136.9381,22831.9180,1694.9798,5000,0.2786,0.3390,0.0500,10000
23,22831.9180,24535.9633,1704.0453,5000,0.2925,0.3408,0.0500,10000
24,24535.9633,26310.2766,1774.3133,5000,0.3072,0.3549,0.0500,10000
25,26310.2766,28262.8604,1952.5838,5000,0.3225,0.3905,0.0500,10000
26,28262.8604,30315.4910,2052.6305,5000,0.3386,0.4105,0.0500,10000
27,30315.4910,32455.3679,2139.8770,5000,0.3556,0.4280,0.0500,10000
28,32455.3679,34551.8161,2096.4482,5000,0.3733,0.4193,0.0500,10000
29,34551.8161,36841.0000,2289.1839,5000,0.3920,0.4578,0.0500,10000
