Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
1,0.0000,19776.9824,19776.9824,3000,5.0000,6.5923,0.0500,20
2,19776.9824,37851.1475,18074.1650,3000,5.2500,6.0247,0.0500,20
3,37851.1475,58268.3700,20417.2225,3000,5.5125,6.8057,0.0500,20
4,58268.3700,80112.5887,21844.2187,3000,5.7881,7.2814,0.0500,20
5,80112.5887,102331.1026,22218.5138,3000,6.0775,7.4062,0.0500,20
6,102331.1026,126362.0924,24030.9899,3000,6.3814,8.0103,0.0500,20
7,126362.0924,149872.9587,23510.8663,3000,6.7005,7.8370,0.0500,20
8,149872.9587,175436.2085,25563.2498,3000,7.0355,8.5211,0.0500,20
9,175436.2085,200644.1563,25207.9478,3000,7.3873,8.4026,0.0500,20
10,200644.1563,228293.7896,27649.6332,3000,7.7566,9.2165,0.0500,20
11,228293.7896,258309.2768,30015.4872,3000,8.1445,10.0052,-0.0005,20
12,258309.2768,286656.1319,28346.8551,3000,8.1403,9.4490,0.0500,20
13,286656.1319,317439.7099,30783.5780,3000,8.5473,10.2612,-0.0255,20
14,317439.7099,348948.2473,31508.5375,3000,8.3297,10.5028,-0.0479,20
15,348948.2473,379215.6083,30267.3609,3000,7.9309,10.0891,-0.0088,20
16,379215.6083,409841.3290,30625.7208,3000,7.8609,10.2086,-0.0204,20
17,409841.3290,438327.7472,28486.4182,3000,7.7003,9.4955,0.0500,20
18,438327.7472,468360.6287,30032.8815,3000,8.0853,10.0110,-0.0011,20
19,468360.6287,497663.5133,29302.8846,3000,8.0764,9.7676,0.0238,20
20,497663.5133,526029.3160,28365.8027,3000,8.2686,9.4553,0.0500,20
21,526029.3160,558974.4402,32945.1242,3000,8.6820,10.9817,-0.0500,20
22,558974.4402,590588.6464,31614.2061,3000,8.2479,10.5381,-0.0500,20
23,590588.6464,620489.4807,29900.8344,3000,7.8355,9.9669,0.0033,20
24,620489.4807,649463.7414,28974.2606,3000,7.8615,9.6581,0.0354,20
25,649463.7414,679043.2530,29579.5117,3000,8.1398,9.8598,0.0142,20
26,679043.2530,709128.6601,30085.4071,3000,8.2555,10.0285,-0.0028,20
27,709128.6601,741734.4576,32605.7975,3000,8.2321,10.8686,-0.0500,20
28,741734.4576,771276.6971,29542.2395,3000,7.8205,9.8474,0.0155,20
29,771276.6971,802550.4755,31273.7784,3000,7.9416,10.4246,-0.0407,20
30,802550.4755,829958.4691,27407.9935,3000,7.6182,9.1360,0.0500,20
31,829958.4691,859048.0264,29089.5573,3000,7.9991,9.6965,0.0313,20
32,859048.0264,885261.4429,26213.4165,3000,8.2494,8.7378,0.0500,20
33,885261.4429,918152.7844,32891.3414,3000,8.6619,10.9638,-0.0500,20
34,918152.7844,947575.1253,29422.3410,3000,8.2288,9.8074,0.0196,20
35,947575.1253,977826.9041,30251.7788,3000,8.3904,10.0839,-0.0083,20
36,977826.9041,1010578.1957,32751.2916,3000,8.3205,10.9171,-0.0500,20
37,1010578.1957,1039386.9260,28808.7302,3000,7.9045,9.6029,0.0414,20
38,1039386.9260,1068312.2553,28925.3293,3000,8.2314,9.6418,0.0372,20
39,1068312.2553,1098708.5498,30396.2944,3000,8.5372,10.1321,-0.0130,20
40,1098708.5498,1127593.8272,28885.2775,3000,8.4259,9.6284,0.0386,20
41,1127593.8272,1159985.6879,32391.8607,3000,8.7511,10.7973,-0.0500,20
42,1159985.6879,1190519.2288,30533.5409,3000,8.3135,10.1778,-0.0175,20
43,1190519.2288,1220365.5089,29846.2801,3000,8.1682,9.9488,0.0052,20
44,1220365.5089,1249525.5720,29160.0632,3000,8.2103,9.7200,0.0288,20
45,1249525.5720,1280515.6158,30990.0438,3000,8.4468,10.3300,-0.0319,20
46,1280515.6158,1309708.4412,29192.8254,3000,8.1769,9.7309,0.0276,20
47,1309708.4412,1339921.4089,30212.9677,3000,8.4030,10.0710,-0.0070,20
48,1339921.4089,1370141.6383,30220.2294,3000,8.3438,10.0734,-0.0073,20
49,1370141.6383,1400441.3277,30299.6894,3000,8.2830,10.0999,-0.0099,20
50,1400441.3277,1431231.9141,30790.5864,3000,8.2011,10.2635,-0.0257,20
51,1431231.9141,1460096.3108,28864.3967,3000,7.9905,9.6215,0.0393,20
52,1460096.3108,1492485.9075,32389.5967,3000,8.3049,10.7965,-0.0500,20
53,1492485.9075,1521267.6350,28781.7276,3000,7.8896,9.5939,0.0423,20
54,1521267.6350,1552455.7169,31188.0819,3000,8.2236,10.3960,-0.0381,20
55,1552455.7169,1580815.1832,28359.4663,3000,7.9103,9.4532,0.0500,20
56,1580815.1832,1613043.6122,32228.4290,3000,8.3058,10.7428,-0.0500,20
57,1613043.6122,1641984.7034,28941.0912,3000,7.8905,9.6470,0.0366,20
58,1641984.7034,1672253.0517,30268.3483,3000,8.1792,10.0894,-0.0089,20
59,1672253.0517,1702061.5652,29808.5136,3000,8.1067,9.9362,0.0064,20
60,1702061.5652,1732138.7278,30077.1626,3000,8.1588,10.0257,-0.0026,20
61,1732138.7278,1763063.5507,30924.8229,3000,8.1379,10.3083,-0.0299,20
62,1763063.5507,1793089.6029,30026.0521,3000,7.8945,10.0087,-0.0009,20
63,1793089.6029,1820639.7447,27550.1418,3000,7.8876,9.1834,0.0500,20
64,1820639.7447,1852764.6013,32124.8566,3000,8.2820,10.7083,-0.0500,20
65,1852764.6013,1883578.1186,30813.5174,3000,7.8679,10.2712,-0.0264,20
66,1883578.1186,1912997.0854,29418.9668,3000,7.6602,9.8063,0.0198,20
67,1912997.0854,1940746.9634,27749.8780,3000,7.8115,9.2500,0.0500,20
68,1940746.9634,1970343.3499,29596.3865,3000,8.2021,9.8655,0.0136,20
69,1970343.3499,2001691.6022,31348.2523,3000,8.3139,10.4494,-0.0430,20
70,2001691.6022,2032178.6569,30487.0547,3000,7.9564,10.1624,-0.0160,20
71,2032178.6569,2062061.8689,29883.2120,3000,7.8292,9.9611,0.0039,20
72,2062061.8689,2088698.7906,26636.9217,3000,7.8598,8.8790,0.0500,20
73,2088698.7906,2117642.7848,28943.9942,3000,8.2528,9.6480,0.0365,20
74,2117642.7848,2148079.0139,30436.2291,3000,8.5539,10.1454,-0.0143,20
75,2148079.0139,2177783.5438,29704.5299,3000,8.4313,9.9015,0.0099,20
76,2177783.5438,2210247.6330,32464.0892,3000,8.5152,10.8214,-0.0500,20
77,2210247.6330,2239184.4545,28936.8216,3000,8.0894,9.6456,0.0367,20
78,2239184.4545,2271126.3357,31941.8812,3000,8.3867,10.6473,-0.0500,20
79,2271126.3357,2299180.4117,28054.0760,3000,7.9673,9.3514,0.0500,20
80,2299180.4117,2331474.3485,32293.9368,3000,8.3657,10.7646,-0.0500,20
81,2331474.3485,2360991.1992,29516.8507,3000,7.9474,9.8390,0.0164,20
82,2360991.1992,2390665.1063,29673.9072,3000,8.0775,9.8913,0.0110,20
83,2390665.1063,2422850.3911,32185.2847,3000,8.1663,10.7284,-0.0500,20
84,2422850.3911,2450037.1868,27186.7957,3000,7.7579,9.0623,0.0500,20
85,2450037.1868,2479934.7872,29897.6005,3000,8.1458,9.9659,0.0034,20
86,2479934.7872,2509252.3301,29317.5429,3000,8.1737,9.7725,0.0233,20
87,2509252.3301,2540294.1518,31041.8217,3000,8.3640,10.3473,-0.0336,20
