Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate
352,4592990.8039,4613154.2944,20163.4905,2000,8.2964,10.0817,-0.0081
353,4613154.2944,4632444.4442,19290.1498,2000,8.2286,9.6451,0.0368
354,4632444.4442,4651393.8644,18949.4202,2000,8.5319,9.4747,0.0500
355,4651393.8644,4673476.2809,22082.4165,2000,8.9585,11.0412,-0.0500
356,4673476.2809,4693392.7112,19916.4302,2000,8.5106,9.9582,0.0042
357,4693392.7112,4713136.0062,19743.2950,2000,8.5463,9.8716,0.0130
358,4713136.0062,4733272.0591,20136.0530,2000,8.6574,10.0680,-0.0068
359,4733272.0591,4751680.2506,18408.1915,2000,8.5989,9.2041,0.0500
360,4751680.2506,4773702.3234,22022.0728,2000,9.0294,11.0110,-0.0500
361,4773702.3234,4794569.3833,20867.0599,2000,8.5779,10.4335,-0.0416
362,4794569.3833,4813462.5271,18893.1439,2000,8.2219,9.4466,0.0500
363,4813462.5271,4834173.4263,20710.8992,2000,8.6330,10.3554,-0.0343
364,4834173.4263,4853862.5953,19689.1689,2000,8.3367,9.8446,0.0158
365,4853862.5953,4873865.8690,20003.2737,2000,8.4678,10.0016,-0.0002
366,4873865.8690,4894617.1130,20751.2440,2000,8.4664,10.3756,-0.0362
367,4894617.1130,4912797.6411,18180.5281,2000,8.1595,9.0903,0.0500
368,4912797.6411,4932054.0794,19256.4383,2000,8.5679,9.6282,0.0386
369,4932054.0794,4951434.5255,19380.4461,2000,8.8988,9.6902,0.0320
370,4951434.5255,4972161.7879,20727.2624,2000,9.1838,10.3636,-0.0351
371,4972161.7879,4992928.2970,20766.5091,2000,8.8615,10.3833,-0.0369
372,4992928.2970,5012363.3157,19435.0188,2000,8.5344,9.7175,0.0291
373,5012363.3157,5034348.9756,21985.6598,2000,8.7825,10.9928,-0.0500
374,5034348.9756,5054202.0774,19853.1018,2000,8.3439,9.9266,0.0074
375,5054202.0774,5075664.8285,21462.7511,2000,8.4051,10.7314,-0.0500
376,5075664.8285,5094504.4335,18839.6050,2000,7.9853,9.4198,0.0500
377,5094504.4335,5113670.3972,19165.9637,2000,8.3846,9.5830,0.0435
378,5113670.3972,5135105.3611,21434.9639,2000,8.7500,10.7175,-0.0500
379,5135105.3611,5155640.4937,20535.1326,2000,8.3120,10.2676,-0.0261
380,5155640.4937,5175264.8402,19624.3465,2000,8.0958,9.8122,0.0191
381,5175264.8402,5194747.4611,19482.6209,2000,8.2508,9.7413,0.0266
382,5194747.4611,5214922.6575,20175.1965,2000,8.4704,10.0876,-0.0087
383,5214922.6575,5236389.8824,21467.2249,2000,8.3964,10.7336,-0.0500
384,5236389.8824,5255938.2248,19548.3424,2000,7.9770,9.7742,0.0231
385,5255938.2248,5275352.1596,19413.9348,2000,8.1613,9.7070,0.0302
386,5275352.1596,5295441.9740,20089.8144,2000,8.4081,10.0449,-0.0045
387,5295441.9740,5313851.6884,18409.7145,2000,8.3705,9.2049,0.0500
388,5313851.6884,5332887.1447,19035.4563,2000,8.7896,9.5177,0.0500
389,5332887.1447,5354693.9662,21806.8215,2000,9.2285,10.9034,-0.0500
390,5354693.9662,5375147.0153,20453.0491,2000,8.7671,10.2265,-0.0222
391,5375147.0153,5396429.0424,21282.0271,2000,8.5724,10.6410,-0.0500
392,5396429.0424,5415793.6854,19364.6431,2000,8.1438,9.6823,0.0328
393,5415793.6854,5437706.3810,21912.6955,2000,8.4105,10.9563,-0.0500
394,5437706.3810,5456123.1828,18416.8018,2000,7.9900,9.2084,0.0500
395,5456123.1828,5475689.6361,19566.4533,2000,8.3890,9.7832,0.0222
396,5475689.6361,5495716.5388,20026.9028,2000,8.5754,10.0135,-0.0013
397,5495716.5388,5515123.0035,19406.4646,2000,8.5634,9.7032,0.0306
398,5515123.0035,5536751.6411,21628.6376,2000,8.8258,10.8143,-0.0500
399,5536751.6411,5556896.0046,20144.3635,2000,8.3840,10.0722,-0.0072
400,5556896.0046,5578655.5985,21759.5939,2000,8.3244,10.8798,-0.0500
401,5578655.5985,5597556.9610,18901.3625,2000,7.9082,9.4507,0.0500
402,5597556.9610,5617032.3536,19475.3926,2000,8.3036,9.7377,0.0269
403,5617032.3536,5638462.1900,21429.8364,2000,8.5268,10.7149,-0.0500
404,5638462.1900,5657438.3540,18976.1640,2000,8.1005,9.4881,0.0500
405,5657438.3540,5677872.9246,20434.5705,2000,8.5055,10.2173,-0.0213
406,5677872.9246,5696785.0819,18912.1573,2000,8.3246,9.4561,0.0500
407,5696785.0819,5717958.5942,21173.5123,2000,8.7404,10.5868,-0.0500
408,5717958.5942,5738608.6655,20650.0713,2000,8.3038,10.3250,-0.0315
409,5738608.6655,5757801.5952,19192.9297,2000,8.0424,9.5965,0.0421
410,5757801.5952,5776380.6919,18579.0967,2000,8.3811,9.2895,0.0500
411,5776380.6919,5797386.9506,21006.2588,2000,8.8001,10.5031,-0.0479
412,5797386.9506,5817663.0600,20276.1093,2000,8.3786,10.1381,-0.0136
413,5817663.0600,5837610.6783,19947.6183,2000,8.2640,9.9738,0.0026
414,5837610.6783,5858384.1607,20773.4825,2000,8.2862,10.3867,-0.0372
415,5858384.1607,5877840.1998,19456.0391,2000,7.9776,9.7280,0.0280
416,5877840.1998,5896875.3162,19035.1163,2000,8.2007,9.5176,0.0500
417,5896875.3162,5916211.6686,19336.3525,2000,8.6102,9.6682,0.0343
418,5916211.6686,5937802.7507,21591.0821,2000,8.9062,10.7955,-0.0500
419,5937802.7507,5957897.7864,20095.0357,2000,8.4605,10.0475,-0.0047
420,5957897.7864,5977189.3603,19291.5739,2000,8.4204,9.6458,0.0367
421,5977189.3603,5996604.8701,19415.5099,2000,8.7292,9.7078,0.0301
422,5996604.8701,6018252.6062,21647.7361,2000,8.9925,10.8239,-0.0500
423,6018252.6062,6037732.3551,19479.7489,2000,8.5428,9.7399,0.0267
424,6037732.3551,6059140.1361,21407.7810,2000,8.7710,10.7039,-0.0500
425,6059140.1361,6077016.5547,17876.4186,2000,8.3320,8.9382,0.0500
426,6077016.5547,6098157.9691,21141.4143,2000,8.7491,10.5707,-0.0500
427,6098157.9691,6118418.1310,20260.1620,2000,8.3116,10.1301,-0.0128
428,6118418.1310,6137558.7543,19140.6233,2000,8.2049,9.5703,0.0449
429,6137558.7543,6158564.6888,21005.9346,2000,8.5733,10.5030,-0.0479
430,6158564.6888,6179201.0212,20636.3323,2000,8.1632,10.3182,-0.0308
431,6179201.0212,6197418.5185,18217.4973,2000,7.9114,9.1087,0.0500
432,6197418.5185,6217566.3657,20147.8472,2000,8.3070,10.0739,-0.0073
433,6217566.3657,6236344.8684,18778.5027,2000,8.2456,9.3893,0.0500
434,6236344.8684,6257269.3581,20924.4897,2000,8.6579,10.4622,-0.0442
435,6257269.3581,6276035.0430,18765.6849,2000,8.2754,9.3828,0.0500
436,6276035.0430,6297663.2318,21628.1888,2000,8.6896,10.8141,-0.0500
437,6297663.2318,6317700.8944,20037.6626,2000,8.2547,10.0188,-0.0019
438,6317700.8944,6336191.5528,18490.6585,2000,8.2396,9.2453,0.0500
439,6336191.5528,6357329.7641,21138.2113,2000,8.6511,10.5691,-0.0500
440,6357329.7641,6377785.0126,20455.2485,2000,8.2190,10.2276,-0.0223
441,6377785.0126,6396158.9468,18373.9342,2000,8.0361,9.1870,0.0500
442,6396158.9468,6415191.1073,19032.1605,2000,8.4384,9.5161,0.0500
443,6415191.1073,6436578.0384,21386.9311,2000,8.8598,10.6935,-0.0500
444,6436578.0384,6456042.1060,19464.0677,2000,8.4168,9.7320,0.0275
445,6456042.1060,6475480.1624,19438.0564,2000,8.6486,9.7190,0.0289
446,6475480.1624,6496997.0277,21516.8653,2000,8.8991,10.7584,-0.0500
447,6496997.0277,6517246.4667,20249.4390,2000,8.4537,10.1247,-0.0123
448,6517246.4667,6536821.8952,19575.4284,2000,8.3500,9.7877,0.0217
449,6536821.8952,6557123.0792,20301.1840,2000,8.5311,10.1506,-0.0148
450,6557123.0792,6578411.3042,21288.2250,2000,8.4050,10.6441,-0.0500
451,6578411.3042,6597100.7502,18689.4460,2000,7.9843,9.3447,0.0500
452,6597100.7502,6616678.9868,19578.2366,2000,8.3840,9.7891,0.0215
453,6616678.9868,6637791.5323,21112.5456,2000,8.5646,10.5563,-0.0500
454,6637791.5323,6657817.7907,20026.2584,2000,8.1368,10.0131,-0.0013
455,6657817.7907,6676914.2267,19096.4360,2000,8.1261,9.5482,0.0473
456,6676914.2267,6696661.6980,19747.4713,2000,8.5111,9.8737,0.0128
457,6696661.6980,6718334.0987,21672.4007,2000,8.6199,10.8362,-0.0500
458,6718334.0987,6737532.2239,19198.1252,2000,8.1889,9.5991,0.0418
459,6737532.2239,6757256.5509,19724.3270,2000,8.5310,9.8622,0.0140
460,6757256.5509,6777450.4109,20193.8600,2000,8.6502,10.0969,-0.0096
461,6777450.4109,6798134.4638,20684.0528,2000,8.5672,10.3420,-0.0331
462,6798134.4638,6818550.9951,20416.5314,2000,8.2843,10.2083,-0.0204
463,6818550.9951,6837802.0213,19251.0262,2000,8.1148,9.6255,0.0389
464,6837802.0213,6857935.1796,20133.1583,2000,8.4306,10.0666,-0.0066
465,6857935.1796,6878363.3318,20428.1522,2000,8.3748,10.2141,-0.0210
466,6878363.3318,6898972.1726,20608.8408,2000,8.1993,10.3044,-0.0295
467,6898972.1726,6918662.1204,19689.9478,2000,7.9566,9.8450,0.0157
468,6918662.1204,6938126.3944,19464.2740,2000,8.0823,9.7321,0.0275
469,6938126.3944,6957867.5402,19741.1459,2000,8.3043,9.8706,0.0131
470,6957867.5402,6977670.3189,19802.7787,2000,8.4132,9.9014,0.0100
471,6977670.3189,6998853.9470,21183.6281,2000,8.4965,10.5918,-0.0500
472,6998853.9470,7017401.5522,18547.6052,2000,8.0722,9.2738,0.0500
473,7017401.5522,7038252.9023,20851.3501,2000,8.4753,10.4257,-0.0408
474,7038252.9023,7056588.7521,18335.8498,2000,8.1297,9.1679,0.0500
475,7056588.7521,7075890.5493,19301.7972,2000,8.5357,9.6509,0.0362
476,7075890.5493,7097158.7009,21268.1516,2000,8.8445,10.6341,-0.0500
477,7097158.7009,7116216.3667,19057.6658,2000,8.4023,9.5288,0.0494
478,7116216.3667,7136476.3218,20259.9551,2000,8.8177,10.1300,-0.0128
479,7136476.3218,7157309.4786,20833.1567,2000,8.7041,10.4166,-0.0400
480,7157309.4786,7176471.8681,19162.3896,2000,8.3565,9.5812,0.0437
481,7176471.8681,7196786.6649,20314.7968,2000,8.7213,10.1574,-0.0155
482,7196786.6649,7217886.6206,21099.9557,2000,8.5861,10.5500,-0.0500
483,7217886.6206,7237316.0881,19429.4675,2000,8.1564,9.7147,0.0294
484,7237316.0881,7256940.7674,19624.6792,2000,8.3963,9.8123,0.0191
485,7256940.7674,7278022.5465,21081.7791,2000,8.5564,10.5409,-0.0500
486,7278022.5465,7297206.5114,19183.9649,2000,8.1286,9.5920,0.0425
487,7297206.5114,7316579.8210,19373.3096,2000,8.4739,9.6867,0.0323
488,7316579.8210,7336188.9743,19609.1533,2000,8.7480,9.8046,0.0199
489,7336188.9743,7357077.9304,20888.9561,2000,8.9224,10.4445,-0.0426
490,7357077.9304,7378022.0754,20944.1450,2000,8.5432,10.4721,-0.0451
491,7378022.0754,7396621.9776,18599.9022,2000,8.1576,9.3000,0.0500
492,7396621.9776,7416924.9581,20302.9805,2000,8.5659,10.1515,-0.0149
493,7416924.9581,7438523.4193,21598.4612,2000,8.4381,10.7992,-0.0500
494,7438523.4193,7457678.2819,19154.8626,2000,8.0162,9.5774,0.0441
495,7457678.2819,7476437.2680,18758.9861,2000,8.3694,9.3795,0.0500
496,7476437.2680,7497909.1939,21471.9259,2000,8.7879,10.7360,-0.0500
497,7497909.1939,7517888.1821,19978.9882,2000,8.3480,9.9895,0.0011
498,7517888.1821,7538127.3800,20239.1979,2000,8.3568,10.1196,-0.0118
499,7538127.3800,7556897.4230,18770.0430,2000,8.2576,9.3850,0.0500
500,7556897.4230,7576396.4005,19498.9775,2000,8.6705,9.7495,0.0257
