Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
1,0.0000,243.7823,243.7823,2000,0.1000,0.1219,0.0500,10000
2,243.7823,492.1192,248.3369,2000,0.1050,0.1242,0.0500,10000
3,492.1192,740.8333,248.7141,2000,0.1103,0.1244,0.0500,10000
4,740.8333,1049.2438,308.4105,2000,0.1158,0.1542,0.0500,10000
5,1049.2438,1329.5185,280.2747,2000,0.1216,0.1401,0.0500,10000
6,1329.5185,1643.6747,314.1562,2000,0.1276,0.1571,0.0500,10000
7,1643.6747,1940.6474,296.9726,2000,0.1340,0.1485,0.0500,10000
8,1940.6474,2262.2806,321.6332,2000,0.1407,0.1608,0.0500,10000
9,2262.2806,2611.5370,349.2564,2000,0.1477,0.1746,0.0500,10000
10,2611.5370,2957.0003,345.4633,2000,0.1551,0.1727,0.0500,10000
11,2957.0003,3334.9442,377.9439,2000,0.1629,0.1890,0.0500,10000
12,3334.9442,3744.5620,409.6177,2000,0.1710,0.2048,0.0500,10000
13,3744.5620,4152.2123,407.6503,2000,0.1796,0.2038,0.0500,10000
14,4152.2123,4591.2032,438.9909,2000,0.1886,0.2195,0.0500,10000
15,4591.2032,5058.5234,467.3201,2000,0.1980,0.2337,0.0500,10000
16,5058.5234,5554.4280,495.9046,2000,0.2079,0.2480,0.0500,10000
17,5554.4280,6070.4560,516.0280,2000,0.2183,0.2580,0.0500,10000
18,6070.4560,6608.1539,537.6979,2000,0.2292,0.2688,0.0500,10000
19,6608.1539,7175.5656,567.4117,2000,0.2407,0.2837,0.0500,10000
20,7175.5656,7775.5982,600.0326,2000,0.2527,0.3000,0.0500,10000
21,7775.5982,8428.8453,653.2470,2000,0.2653,0.3266,0.0500,10000
22,8428.8453,9136.4573,707.6121,2000,0.2786,0.3538,0.0500,10000
23,9136.4573,9830.7394,694.2820,2000,0.2925,0.3471,0.0500,10000
24,9830.7394,10599.8858,769.1465,2000,0.3072,0.3846,0.0500,10000
25,10599.8858,11372.4037,772.5179,2000,0.3225,0.3863,0.0500,10000
26,11372.4037,12188.9567,816.5530,2000,0.3386,0.4083,0.0500,10000
27,12188.9567,13072.1951,883.2384,2000,0.3556,0.4416,0.0500,10000
28,13072.1951,13947.1473,874.9523,2000,0.3733,0.4375,0.0500,10000
29,13947.1473,14834.3169,887.1695,2000,0.3920,0.4436,0.0500,10000
30,14834.3169,15758.6404,924.3235,2000,0.4116,0.4622,0.0500,10000
31,15758.6404,16820.9165,1062.2761,2000,0.4322,0.5311,0.0500,10000
32,16820.9165,17899.9836,1079.0672,2000,0.4538,0.5395,0.0500,10000
33,17899.9836,19062.8863,1162.9026,2000,0.4765,0.5815,0.0500,10000
34,19062.8863,20298.7984,1235.9121,2000,0.5003,0.6180,0.0500,10000
35,20298.7984,21577.6101,1278.8117,2000,0.5253,0.6394,0.0500,10000
36,21577.6101,22835.8824,1258.2723,2000,0.5516,0.6291,0.0500,10000
37,22835.8824,24269.4428,1433.5604,2000,0.5792,0.7168,0.0500,10000
38,24269.4428,25696.0969,1426.6541,2000,0.6081,0.7133,0.0500,10000
39,25696.0969,27213.7467,1517.6499,2000,0.6385,0.7588,0.0500,10000
40,27213.7467,28807.2404,1593.4936,2000,0.6705,0.7967,0.0500,10000
41,28807.2404,30452.0366,1644.7962,2000,0.7040,0.8224,0.0500,10000
42,30452.0366,32297.5588,1845.5222,2000,0.7392,0.9228,0.0500,10000
43,32297.5588,34147.6134,1850.0546,2000,0.7762,0.9250,0.0500,10000
44,34147.6134,36076.3897,1928.7763,2000,0.8150,0.9644,0.0500,10000
45,36076.3897,38184.1994,2107.8097,2000,0.8557,1.0539,0.0500,10000
46,38184.1994,40225.4733,2041.2740,2000,0.8985,1.0206,0.0500,10000
47,40225.4733,42227.1071,2001.6338,2000,0.9434,1.0008,0.0500,10000
48,42227.1071,44308.1219,2081.0147,2000,0.9906,1.0405,0.0500,10000
49,44308.1219,46864.2874,2556.1655,2000,1.0401,1.2781,0.0500,10000
50,46864.2874,49432.3040,2568.0166,2000,1.0921,1.2840,0.0500,10000
51,49432.3040,52016.5133,2584.2093,2000,1.1467,1.2921,0.0500,10000
52,52016.5133,54847.8731,2831.3598,2000,1.2041,1.4157,0.0500,10000
53,54847.8731,57974.1510,3126.2779,2000,1.2643,1.5631,0.0500,10000
54,57974.1510,61215.0920,3240.9410,2000,1.3275,1.6205,0.0500,10000
55,61215.0920,64657.1282,3442.0362,2000,1.3939,1.7210,0.0500,10000
56,64657.1282,68181.0916,3523.9634,2000,1.4636,1.7620,0.0500,10000
57,68181.0916,71740.2448,3559.1532,2000,1.5367,1.7796,0.0500,10000
58,71740.2448,75467.2058,3726.9609,2000,1.6136,1.8635,0.0500,10000
59,75467.2058,79377.7290,3910.5233,2000,1.6943,1.9553,0.0500,10000
60,79377.7290,83398.6306,4020.9016,2000,1.7790,2.0105,0.0500,10000
61,83398.6306,88189.6492,4791.0186,2000,1.8679,2.3955,0.0500,10000
62,88189.6492,92657.3743,4467.7252,2000,1.9613,2.2339,0.0500,10000
63,92657.3743,97630.4577,4973.0833,2000,2.0594,2.4865,0.0500,10000
64,97630.4577,102827.1254,5196.6677,2000,2.1623,2.5983,0.0500,10000
65,102827.1254,108400.8813,5573.7559,2000,2.2705,2.7869,0.0500,10000
66,108400.8813,113963.6597,5562.7784,2000,2.3840,2.7814,0.0500,10000
67,113963.6597,120125.6316,6161.9719,2000,2.5032,3.0810,0.0500,10000
68,120125.6316,126065.7701,5940.1385,2000,2.6283,2.9701,0.0500,10000
69,126065.7701,132426.2442,6360.4740,2000,2.7598,3.1802,0.0500,10000
70,132426.2442,139014.9501,6588.7060,2000,2.8978,3.2944,0.0500,10000
71,139014.9501,145637.1940,6622.2439,2000,3.0426,3.3111,0.0500,10000
72,145637.1940,153511.4725,7874.2785,2000,3.1948,3.9371,0.0500,10000
73,153511.4725,161299.2348,7787.7624,2000,3.3545,3.8939,0.0500,10000
74,161299.2348,169902.5779,8603.3431,2000,3.5222,4.3017,0.0500,10000
75,169902.5779,178861.0659,8958.4880,2000,3.6984,4.4792,0.0500,10000
76,178861.0659,188055.2251,9194.1592,2000,3.8833,4.5971,0.0500,10000
77,188055.2251,197844.6713,9789.4463,2000,4.0774,4.8947,0.0500,10000
78,197844.6713,208325.2819,10480.6105,2000,4.2813,5.2403,0.0500,10000
79,208325.2819,218805.0348,10479.7530,2000,4.4954,5.2399,0.0500,10000
80,218805.0348,230408.4832,11603.4484,2000,4.7201,5.8017,0.0500,10000
81,230408.4832,242058.4287,11649.9455,2000,4.9561,5.8250,0.0500,10000
82,242058.4287,253356.7994,11298.3707,2000,5.2040,5.6492,0.0500,10000
83,253356.7994,266918.1971,13561.3976,2000,5.4641,6.7807,0.0500,10000
84,266918.1971,281225.6730,14307.4759,2000,5.7374,7.1537,0.0500,10000
85,281225.6730,295957.1449,14731.4719,2000,6.0242,7.3657,0.0500,10000
86,295957.1449,311285.5503,15328.4054,2000,6.3254,7.6642,0.0500,10000
87,311285.5503,326999.3459,15713.7956,2000,6.6417,7.8569,0.0500,10000
88,326999.3459,343407.2567,16407.9109,2000,6.9738,8.2040,0.0500,10000
89,343407.2567,360262.7880,16855.5312,2000,7.3225,8.4278,0.0500,10000
90,360262.7880,379258.0256,18995.2377,2000,7.6886,9.4976,0.0500,10000
91,379258.0256,398979.5720,19721.5464,2000,8.0730,9.8608,0.0141,10000
92,398979.5720,419551.1836,20571.6116,2000,8.1870,10.2858,-0.0278,10000
93,419551.1836,439123.5471,19572.3635,2000,7.9595,9.7862,0.0218,10000
94,439123.5471,457461.5555,18338.0084,2000,8.1334,9.1690,0.0500,10000
95,457461.5555,478021.0113,20559.4559,2000,8.5401,10.2797,-0.0272,10000
96,478021.0113,498110.9294,20089.9181,2000,8.3077,10.0450,-0.0045,10000
97,498110.9294,517454.8948,19343.9654,2000,8.2705,9.6720,0.0339,10000
98,517454.8948,538817.6888,21362.7940,2000,8.5510,10.6814,-0.0500,10000
99,538817.6888,558160.5275,19342.8387,2000,8.1235,9.6714,0.0340,10000
100,558160.5275,578247.3922,20086.8647,2000,8.3995,10.0434,-0.0043,10000
101,578247.3922,598350.3135,20102.9213,2000,8.3631,10.0515,-0.0051,10000
102,598350.3135,618254.8687,19904.5552,2000,8.3203,9.9523,0.0048,10000
103,618254.8687,637701.6480,19446.7794,2000,8.3602,9.7234,0.0284,10000
104,637701.6480,657373.9850,19672.3369,2000,8.5981,9.8362,0.0167,10000
105,657373.9850,678746.4516,21372.4666,2000,8.7413,10.6862,-0.0500,10000
106,678746.4516,699738.9168,20992.4652,2000,8.3042,10.4962,-0.0473,10000
107,699738.9168,717676.3266,17937.4098,2000,7.9116,8.9687,0.0500,10000
108,717676.3266,735916.4059,18240.0793,2000,8.3072,9.1200,0.0500,10000
109,735916.4059,754728.0793,18811.6734,2000,8.7225,9.4058,0.0500,10000
110,754728.0793,775453.6618,20725.5825,2000,9.1587,10.3628,-0.0350,10000
111,775453.6618,795531.1330,20077.4712,2000,8.8380,10.0387,-0.0039,10000
112,795531.1330,815411.5154,19880.3825,2000,8.8039,9.9402,0.0060,10000
113,815411.5154,836889.4086,21477.8932,2000,8.8569,10.7389,-0.0500,10000
114,836889.4086,856824.0571,19934.6485,2000,8.4141,9.9673,0.0033,10000
115,856824.0571,877196.8075,20372.7503,2000,8.4416,10.1864,-0.0183,10000
116,877196.8075,897219.9344,20023.1270,2000,8.2872,10.0116,-0.0012,10000
117,897219.9344,917102.2333,19882.2989,2000,8.2776,9.9411,0.0059,10000
118,917102.2333,936043.7132,18941.4798,2000,8.3266,9.4707,0.0500,10000
119,936043.7132,957806.8252,21763.1120,2000,8.7429,10.8816,-0.0500,10000
120,957806.8252,977368.2775,19561.4523,2000,8.3058,9.7807,0.0224,10000
