Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
1,0.0000,90.5589,90.5589,3000,0.0100,0.0302,0.0500,10000
2,90.5589,158.8601,68.3012,3000,0.0105,0.0228,0.0500,10000
3,158.8601,242.5701,83.7100,3000,0.0110,0.0279,0.0500,10000
4,242.5701,330.6174,88.0473,3000,0.0116,0.0293,0.0500,10000
5,330.6174,399.1107,68.4933,3000,0.0122,0.0228,0.0500,10000
6,399.1107,565.8915,166.7808,3000,0.0128,0.0556,0.0500,10000
7,565.8915,643.5365,77.6450,3000,0.0134,0.0259,0.0500,10000
8,643.5365,721.6514,78.1149,3000,0.0141,0.0260,0.0500,10000
9,721.6514,812.8705,91.2191,3000,0.0148,0.0304,0.0500,10000
10,812.8705,893.7758,80.9054,3000,0.0155,0.0270,0.0500,10000
11,893.7758,1014.0693,120.2935,3000,0.0163,0.0401,0.0500,10000
12,1014.0693,1094.6125,80.5432,3000,0.0171,0.0268,0.0500,10000
13,1094.6125,1222.8012,128.1887,3000,0.0180,0.0427,0.0500,10000
14,1222.8012,1415.0309,192.2297,3000,0.0189,0.0641,0.0500,10000
15,1415.0309,1508.6304,93.5995,3000,0.0198,0.0312,0.0500,10000
16,1508.6304,1624.2006,115.5702,3000,0.0208,0.0385,0.0500,10000
17,1624.2006,1827.5805,203.3799,3000,0.0218,0.0678,0.0500,10000
18,1827.5805,1923.9965,96.4160,3000,0.0229,0.0321,0.0500,10000
19,1923.9965,2032.8899,108.8934,3000,0.0241,0.0363,0.0500,10000
20,2032.8899,2148.5711,115.6813,3000,0.0253,0.0386,0.0500,10000
21,2148.5711,2317.6689,169.0978,3000,0.0265,0.0564,0.0500,10000
22,2317.6689,2625.3996,307.7307,3000,0.0279,0.1026,0.0500,10000
23,2625.3996,3116.4807,491.0811,3000,0.0293,0.1637,0.0500,10000
24,3116.4807,3424.4861,308.0054,3000,0.0307,0.1027,0.0500,10000
25,3424.4861,4262.9076,838.4215,3000,0.0323,0.2795,0.0500,10000
26,4262.9076,4426.8699,163.9623,3000,0.0339,0.0547,0.0500,10000
27,4426.8699,4721.0491,294.1792,3000,0.0356,0.0981,0.0500,10000
28,4721.0491,4939.0685,218.0194,3000,0.0373,0.0727,0.0500,10000
29,4939.0685,5152.6583,213.5897,3000,0.0392,0.0712,0.0500,10000
30,5152.6583,5547.2044,394.5461,3000,0.0412,0.1315,0.0500,10000
31,5547.2044,5994.5446,447.3403,3000,0.0432,0.1491,0.0500,10000
32,5994.5446,6216.2996,221.7550,3000,0.0454,0.0739,0.0500,10000
33,6216.2996,6511.1358,294.8362,3000,0.0476,0.0983,0.0500,10000
34,6511.1358,6728.4560,217.3202,3000,0.0500,0.0724,0.0500,10000
35,6728.4560,7055.2699,326.8139,3000,0.0525,0.1089,0.0500,10000
36,7055.2699,7451.3966,396.1267,3000,0.0552,0.1320,0.0500,10000
37,7451.3966,7762.2472,310.8506,3000,0.0579,0.1036,0.0500,10000
38,7762.2472,8139.0806,376.8335,3000,0.0608,0.1256,0.0500,10000
39,8139.0806,8631.4777,492.3970,3000,0.0639,0.1641,0.0500,10000
40,8631.4777,9016.8870,385.4094,3000,0.0670,0.1285,0.0500,10000
41,9016.8870,9676.9959,660.1088,3000,0.0704,0.2200,0.0500,10000
42,9676.9959,10155.2603,478.2645,3000,0.0739,0.1594,0.0500,10000
43,10155.2603,10550.6884,395.4281,3000,0.0776,0.1318,0.0500,10000
44,10550.6884,10965.1053,414.4168,3000,0.0815,0.1381,0.0500,10000
45,10965.1053,11415.7015,450.5962,3000,0.0856,0.1502,0.0500,10000
46,11415.7015,11882.3211,466.6196,3000,0.0899,0.1555,0.0500,10000
47,11882.3211,13677.4551,1795.1340,3000,0.0943,0.5984,0.0500,10000
48,13677.4551,14362.7898,685.3347,3000,0.0991,0.2284,0.0500,10000
49,14362.7898,15370.7436,1007.9538,3000,0.1040,0.3360,0.0500,10000
50,15370.7436,15976.5755,605.8319,3000,0.1092,0.2019,0.0500,10000
51,15976.5755,17210.9199,1234.3444,3000,0.1147,0.4114,0.0500,10000
52,17210.9199,17775.7826,564.8627,3000,0.1204,0.1883,0.0500,10000
53,17775.7826,21073.8118,3298.0292,3000,0.1264,1.0993,0.0500,10000
54,21073.8118,21963.2257,889.4139,3000,0.1327,0.2965,0.0500,10000
55,21963.2257,22587.2279,624.0022,3000,0.1394,0.2080,0.0500,10000
56,22587.2279,23461.0890,873.8612,3000,0.1464,0.2913,0.0500,10000
57,23461.0890,24192.4008,731.3117,3000,0.1537,0.2438,0.0500,10000
58,24192.4008,24963.2390,770.8382,3000,0.1614,0.2569,0.0500,10000
59,24963.2390,25849.1385,885.8995,3000,0.1694,0.2953,0.0500,10000
60,25849.1385,26544.4401,695.3016,3000,0.1779,0.2318,0.0500,10000
61,26544.4401,33465.8993,6921.4593,3000,0.1868,2.3072,0.0500,10000
62,33465.8993,34842.4704,1376.5711,3000,0.1961,0.4589,0.0500,10000
63,34842.4704,35930.0256,1087.5552,3000,0.2059,0.3625,0.0500,10000
64,35930.0256,36906.7839,976.7584,3000,0.2162,0.3256,0.0500,10000
65,36906.7839,38455.0443,1548.2604,3000,0.2270,0.5161,0.0500,10000
66,38455.0443,40237.2000,1782.1557,3000,0.2384,0.5941,0.0500,10000
67,40237.2000,41411.3292,1174.1291,3000,0.2503,0.3914,0.0500,10000
68,41411.3292,42805.1621,1393.8329,3000,0.2628,0.4646,0.0500,10000
69,42805.1621,44928.1095,2122.9474,3000,0.2760,0.7076,0.0500,10000
70,44928.1095,46117.1103,1189.0008,3000,0.2898,0.3963,0.0500,10000
71,46117.1103,47703.5809,1586.4706,3000,0.3043,0.5288,0.0500,10000
72,47703.5809,53023.4223,5319.8414,3000,0.3195,1.7733,0.0500,10000
73,53023.4223,55381.0773,2357.6550,3000,0.3355,0.7859,0.0500,10000
74,55381.0773,57594.7093,2213.6319,3000,0.3522,0.7379,0.0500,10000
75,57594.7093,60130.8669,2536.1576,3000,0.3698,0.8454,0.0500,10000
76,60130.8669,62886.2503,2755.3834,3000,0.3883,0.9185,0.0500,10000
77,62886.2503,69436.2565,6550.0062,3000,0.4077,2.1833,0.0500,10000
78,69436.2565,71576.2825,2140.0260,3000,0.4281,0.7133,0.0500,10000
79,71576.2825,73807.6853,2231.4028,3000,0.4495,0.7438,0.0500,10000
