Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
1,0.0000,50.7939,50.7939,3000,0.0100,0.0169,0.0500,10000
2,50.7939,101.2309,50.4370,3000,0.0105,0.0168,0.0500,10000
3,101.2309,156.0260,54.7952,3000,0.0110,0.0183,0.0500,10000
4,156.0260,207.3925,51.3665,3000,0.0116,0.0171,0.0500,10000
5,207.3925,262.2356,54.8431,3000,0.0122,0.0183,0.0500,10000
6,262.2356,327.9196,65.6839,3000,0.0128,0.0219,0.0500,10000
7,327.9196,388.4025,60.4829,3000,0.0134,0.0202,0.0500,10000
8,388.4025,448.9600,60.5575,3000,0.0141,0.0202,0.0500,10000
9,448.9600,510.1021,61.1421,3000,0.0148,0.0204,0.0500,10000
10,510.1021,582.2068,72.1048,3000,0.0155,0.0240,0.0500,10000
11,582.2068,662.7052,80.4983,3000,0.0163,0.0268,0.0500,10000
12,662.7052,733.4223,70.7171,3000,0.0171,0.0236,0.0500,10000
13,733.4223,817.8996,84.4773,3000,0.0180,0.0282,0.0500,10000
14,817.8996,910.1889,92.2893,3000,0.0189,0.0308,0.0500,10000
15,910.1889,1010.4593,100.2704,3000,0.0198,0.0334,0.0500,10000
16,1010.4593,1105.4936,95.0342,3000,0.0208,0.0317,0.0500,10000
17,1105.4936,1202.3188,96.8253,3000,0.0218,0.0323,0.0500,10000
18,1202.3188,1321.5399,119.2211,3000,0.0229,0.0397,0.0500,10000
19,1321.5399,1435.9647,114.4248,3000,0.0241,0.0381,0.0500,10000
20,1435.9647,1544.4912,108.5264,3000,0.0253,0.0362,0.0500,10000
21,1544.4912,1677.6982,133.2070,3000,0.0265,0.0444,0.0500,10000
22,1677.6982,1817.0774,139.3792,3000,0.0279,0.0465,0.0500,10000
23,1817.0774,1974.4392,157.3618,3000,0.0293,0.0525,0.0500,10000
24,1974.4392,2115.5716,141.1325,3000,0.0307,0.0470,0.0500,10000
25,2115.5716,2277.8497,162.2781,3000,0.0323,0.0541,0.0500,10000
26,2277.8497,2431.9181,154.0684,3000,0.0339,0.0514,0.0500,10000
27,2431.9181,2619.7226,187.8045,3000,0.0356,0.0626,0.0500,10000
28,2619.7226,2805.8556,186.1330,3000,0.0373,0.0620,0.0500,10000
29,2805.8556,3036.2259,230.3703,3000,0.0392,0.0768,0.0500,10000
30,3036.2259,3237.4247,201.1989,3000,0.0412,0.0671,0.0500,10000
31,3237.4247,3430.6193,193.1946,3000,0.0432,0.0644,0.0500,10000
32,3430.6193,3601.6036,170.9843,3000,0.0454,0.0570,0.0500,10000
33,3601.6036,3825.6185,224.0149,3000,0.0476,0.0747,0.0500,10000
34,3825.6185,4044.4995,218.8810,3000,0.0500,0.0730,0.0500,10000
35,4044.4995,4260.1206,215.6211,3000,0.0525,0.0719,0.0500,10000
36,4260.1206,4516.9620,256.8415,3000,0.0552,0.0856,0.0500,10000
37,4516.9620,4794.8907,277.9287,3000,0.0579,0.0926,0.0500,10000
38,4794.8907,5056.8020,261.9113,3000,0.0608,0.0873,0.0500,10000
39,5056.8020,5332.6422,275.8402,3000,0.0639,0.0919,0.0500,10000
40,5332.6422,5630.1513,297.5091,3000,0.0670,0.0992,0.0500,10000
41,5630.1513,5986.2823,356.1310,3000,0.0704,0.1187,0.0500,10000
42,5986.2823,6334.1149,347.8327,3000,0.0739,0.1159,0.0500,10000
43,6334.1149,6686.1576,352.0427,3000,0.0776,0.1173,0.0500,10000
44,6686.1576,7070.1366,383.9790,3000,0.0815,0.1280,0.0500,10000
45,7070.1366,7484.9355,414.7989,3000,0.0856,0.1383,0.0500,10000
46,7484.9355,7937.7679,452.8324,3000,0.0899,0.1509,0.0500,10000
47,7937.7679,8379.8800,442.1121,3000,0.0943,0.1474,0.0500,10000
48,8379.8800,8865.7898,485.9098,3000,0.0991,0.1620,0.0500,10000
49,8865.7898,9338.9904,473.2007,3000,0.1040,0.1577,0.0500,10000
50,9338.9904,9854.5007,515.5103,3000,0.1092,0.1718,0.0500,10000
51,9854.5007,10401.5118,547.0111,3000,0.1147,0.1823,0.0500,10000
52,10401.5118,10997.0015,595.4897,3000,0.1204,0.1985,0.0500,10000
53,10997.0015,11549.2317,552.2302,3000,0.1264,0.1841,0.0500,10000
54,11549.2317,12196.5328,647.3011,3000,0.1327,0.2158,0.0500,10000
55,12196.5328,12851.7327,655.1999,3000,0.1394,0.2184,0.0500,10000
56,12851.7327,13584.8527,733.1200,3000,0.1464,0.2444,0.0500,10000
57,13584.8527,14315.3963,730.5437,3000,0.1537,0.2435,0.0500,10000
58,14315.3963,15075.8950,760.4987,3000,0.1614,0.2535,0.0500,10000
59,15075.8950,15867.4787,791.5837,3000,0.1694,0.2639,0.0500,10000
60,15867.4787,16695.9644,828.4857,3000,0.1779,0.2762,0.0500,10000
61,16695.9644,17587.5216,891.5571,3000,0.1868,0.2972,0.0500,10000
62,17587.5216,18726.4790,1138.9574,3000,0.1961,0.3797,0.0500,10000
63,18726.4790,19615.4400,888.9610,3000,0.2059,0.2963,0.0500,10000
64,19615.4400,20754.6683,1139.2283,3000,0.2162,0.3797,0.0500,10000
65,20754.6683,21901.8662,1147.1979,3000,0.2270,0.3824,0.0500,10000
66,21901.8662,23173.3026,1271.4364,3000,0.2384,0.4238,0.0500,10000
67,23173.3026,24224.6393,1051.3368,3000,0.2503,0.3504,0.0500,10000
68,24224.6393,25499.7337,1275.0943,3000,0.2628,0.4250,0.0500,10000
69,25499.7337,26993.5683,1493.8346,3000,0.2760,0.4979,0.0500,10000
70,26993.5683,28239.6694,1246.1011,3000,0.2898,0.4154,0.0500,10000
71,28239.6694,29753.5490,1513.8796,3000,0.3043,0.5046,0.0500,10000
72,29753.5490,31132.3331,1378.7841,3000,0.3195,0.4596,0.0500,10000
73,31132.3331,32663.4631,1531.1300,3000,0.3355,0.5104,0.0500,10000
74,32663.4631,34133.7218,1470.2587,3000,0.3522,0.4901,0.0500,10000
75,34133.7218,35864.0839,1730.3620,3000,0.3698,0.5768,0.0500,10000
76,35864.0839,37523.1351,1659.0513,3000,0.3883,0.5530,0.0500,10000
77,37523.1351,39320.0216,1796.8864,3000,0.4077,0.5990,0.0500,10000
78,39320.0216,41410.0173,2089.9958,3000,0.4281,0.6967,0.0500,10000
79,41410.0173,43155.2804,1745.2630,3000,0.4495,0.5818,0.0500,10000
80,43155.2804,45744.8990,2589.6186,3000,0.4720,0.8632,0.0500,10000
81,45744.8990,48112.1035,2367.2046,3000,0.4956,0.7891,0.0500,10000
82,48112.1035,50625.2293,2513.1257,3000,0.5204,0.8377,0.0500,10000
83,50625.2293,53441.1530,2815.9238,3000,0.5464,0.9386,0.0500,10000
