Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
69,63638.2374,66915.4917,3277.2543,1000,2.7598,3.2773,0.0500,10000
70,66915.4917,70528.3199,3612.8282,1000,2.8978,3.6128,0.0500,10000
71,70528.3199,74115.7701,3587.4502,1000,3.0426,3.5875,0.0500,10000
72,74115.7701,77636.6291,3520.8591,1000,3.1948,3.5209,0.0500,10000
73,77636.6291,81595.5840,3958.9548,1000,3.3545,3.9590,0.0500,10000
74,81595.5840,86156.7455,4561.1616,1000,3.5222,4.5612,0.0500,10000
75,86156.7455,90682.9105,4526.1649,1000,3.6984,4.5262,0.0500,10000
76,90682.9105,95040.3044,4357.3940,1000,3.8833,4.3574,0.0500,10000
77,95040.3044,99671.3689,4631.0644,1000,4.0774,4.6311,0.0500,10000
78,99671.3689,104984.2159,5312.8471,1000,4.2813,5.3128,0.0500,10000
79,104984.2159,110559.6987,5575.4828,1000,4.4954,5.5755,0.0500,10000
80,110559.6987,115923.6190,5363.9202,1000,4.7201,5.3639,0.0500,10000
81,115923.6190,121653.1303,5729.5114,1000,4.9561,5.7295,0.0500,10000
82,121653.1303,127795.4576,6142.3272,1000,5.2040,6.1423,0.0500,10000
83,127795.4576,134975.5950,7180.1374,1000,5.4641,7.1801,0.0500,10000
84,134975.5950,141760.6332,6785.0382,1000,5.7374,6.7850,0.0500,10000
85,141760.6332,148825.4312,7064.7980,1000,6.0242,7.0648,0.0500,10000
86,148825.4312,156484.7218,7659.2906,1000,6.3254,7.6593,0.0500,10000
87,156484.7218,164361.9338,7877.2120,1000,6.6417,7.8772,0.0500,10000
88,164361.9338,172595.6899,8233.7561,1000,6.9738,8.2338,0.0500,10000
89,172595.6899,182207.1776,9611.4877,1000,7.3225,9.6115,0.0404,10000
90,182207.1776,190973.1008,8765.9232,1000,7.6185,8.7659,0.0500,10000
91,190973.1008,200828.0932,9854.9924,1000,7.9994,9.8550,0.0147,10000
92,200828.0932,209269.0542,8440.9610,1000,8.1171,8.4410,0.0500,10000
93,209269.0542,218543.9742,9274.9200,1000,8.5230,9.2749,0.0500,10000
94,218543.9742,227792.3004,9248.3263,1000,8.9491,9.2483,0.0500,10000
