Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
1,0.0000,480.2937,480.2937,4000,0.1000,0.1201,0.0500,10000
2,480.2937,996.9016,516.6080,4000,0.1050,0.1292,0.0500,10000
3,996.9016,1522.4990,525.5974,4000,0.1103,0.1314,0.0500,10000
4,1522.4990,2043.6436,521.1445,4000,0.1158,0.1303,0.0500,10000
5,2043.6436,2601.6572,558.0137,4000,0.1216,0.1395,0.0500,10000
6,2601.6572,3203.4493,601.7920,4000,0.1276,0.1504,0.0500,10000
7,3203.4493,3819.6269,616.1776,4000,0.1340,0.1540,0.0500,10000
8,3819.6269,4487.3903,667.7635,4000,0.1407,0.1669,0.0500,10000
9,4487.3903,5183.2633,695.8729,4000,0.1477,0.1740,0.0500,10000
10,5183.2633,5917.3899,734.1266,4000,0.1551,0.1835,0.0500,10000
11,5917.3899,6732.1530,814.7631,4000,0.1629,0.2037,0.0500,10000
12,6732.1530,7566.3749,834.2218,4000,0.1710,0.2086,0.0500,10000
13,7566.3749,8429.5772,863.2023,4000,0.1796,0.2158,0.0500,10000
14,8429.5772,9339.8877,910.3105,4000,0.1886,0.2276,0.0500,10000
15,9339.8877,10232.5840,892.6963,4000,0.1980,0.2232,0.0500,10000
16,10232.5840,11237.8901,1005.3061,4000,0.2079,0.2513,0.0500,10000
17,11237.8901,12309.8536,1071.9634,4000,0.2183,0.2680,0.0500,10000
18,12309.8536,13390.6330,1080.7794,4000,0.2292,0.2702,0.0500,10000
19,13390.6330,14550.8824,1160.2494,4000,0.2407,0.2901,0.0500,10000
20,14550.8824,15752.0390,1201.1566,4000,0.2527,0.3003,0.0500,10000
21,15752.0390,17034.3815,1282.3425,4000,0.2653,0.3206,0.0500,10000
22,17034.3815,18357.7964,1323.4149,4000,0.2786,0.3309,0.0500,10000
23,18357.7964,19742.9311,1385.1347,4000,0.2925,0.3463,0.0500,10000
24,19742.9311,21039.8615,1296.9304,4000,0.3072,0.3242,0.0500,10000
25,21039.8615,22590.7888,1550.9273,4000,0.3225,0.3877,0.0500,10000
26,22590.7888,24150.2067,1559.4179,4000,0.3386,0.3899,0.0500,10000
27,24150.2067,25897.5240,1747.3173,4000,0.3556,0.4368,0.0500,10000
28,25897.5240,27718.4083,1820.8842,4000,0.3733,0.4552,0.0500,10000
29,27718.4083,29531.7771,1813.3688,4000,0.3920,0.4533,0.0500,10000
30,29531.7771,31412.1702,1880.3932,4000,0.4116,0.4701,0.0500,10000
31,31412.1702,33505.2095,2093.0392,4000,0.4322,0.5233,0.0500,10000
32,33505.2095,35691.6802,2186.4708,4000,0.4538,0.5466,0.0500,10000
33,35691.6802,37973.2697,2281.5894,4000,0.4765,0.5704,0.0500,10000
34,37973.2697,40335.6125,2362.3429,4000,0.5003,0.5906,0.0500,10000
35,40335.6125,42740.8277,2405.2151,4000,0.5253,0.6013,0.0500,10000
36,42740.8277,45300.9287,2560.1010,4000,0.5516,0.6400,0.0500,10000
37,45300.9287,48060.2398,2759.3111,4000,0.5792,0.6898,0.0500,10000
38,48060.2398,50973.1891,2912.9493,4000,0.6081,0.7282,0.0500,10000
39,50973.1891,54069.4306,3096.2416,4000,0.6385,0.7741,0.0500,10000
40,54069.4306,57280.6842,3211.2536,4000,0.6705,0.8028,0.0500,10000
41,57280.6842,60463.9704,3183.2861,4000,0.7040,0.7958,0.0500,10000
42,60463.9704,64141.9477,3677.9774,4000,0.7392,0.9195,0.0500,10000
43,64141.9477,67920.8078,3778.8601,4000,0.7762,0.9447,0.0500,10000
44,67920.8078,71766.4100,3845.6022,4000,0.8150,0.9614,0.0500,10000
45,71766.4100,75850.2736,4083.8635,4000,0.8557,1.0210,0.0500,10000
46,75850.2736,80302.8847,4452.6112,4000,0.8985,1.1132,0.0500,10000
47,80302.8847,84749.8420,4446.9573,4000,0.9434,1.1117,0.0500,10000
48,84749.8420,89530.0874,4780.2454,4000,0.9906,1.1951,0.0500,10000
49,89530.0874,94561.3603,5031.2729,4000,1.0401,1.2578,0.0500,10000
50,94561.3603,99773.6196,5212.2592,4000,1.0921,1.3031,0.0500,10000
